epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,375.28,2.31779,1.29903,1.05124,0.70936,0.80133,0.70548,0.26479,2.12804,1.26741,1.0707,0.0001586,0.0001586,0.0001586
188,377.489,2.35997,1.27491,1.02686,0.70936,0.80133,0.70548,0.26479,2.12804,1.26741,1.0707,0.0001487,0.0001487,0.0001487
189,379.323,2.20668,1.47204,1.11892,0.70936,0.80133,0.70548,0.26479,2.12804,1.26741,1.0707,0.0001388,0.0001388,0.0001388
190,381.269,2.25671,1.24491,1.02883,0.70936,0.80133,0.70548,0.26479,2.12804,1.26741,1.0707,0.0001289,0.0001289,0.0001289
191,383.066,2.18034,1.56492,1.0574,0.70936,0.80133,0.70548,0.26479,2.12804,1.26741,1.0707,0.000119,0.000119,0.000119
192,384.914,2.08377,1.3475,1.12164,0.70936,0.80133,0.70548,0.26479,2.12804,1.26741,1.0707,0.0001091,0.0001091,0.0001091
193,386.713,2.14055,1.40338,1.08454,0.70936,0.80133,0.70548,0.26479,2.12804,1.26741,1.0707,9.92e-05,9.92e-05,9.92e-05
194,388.499,2.13758,1.37073,1.07528,0.70936,0.80133,0.70548,0.26479,2.12804,1.26741,1.0707,8.93e-05,8.93e-05,8.93e-05
195,390.321,2.15688,1.44673,1.05223,0.70168,0.81351,0.7037,0.26474,2.12049,1.27132,1.06712,7.94e-05,7.94e-05,7.94e-05
196,392.11,2.18916,1.46959,1.16152,0.70168,0.81351,0.7037,0.26474,2.12049,1.27132,1.06712,6.95e-05,6.95e-05,6.95e-05
197,393.925,2.17434,1.40857,1.13608,0.70168,0.81351,0.7037,0.26474,2.12049,1.27132,1.06712,5.96e-05,5.96e-05,5.96e-05
198,395.681,2.12796,1.34996,1.09023,0.70168,0.81351,0.7037,0.26474,2.12049,1.27132,1.06712,4.97e-05,4.97e-05,4.97e-05
199,397.491,2.12553,1.40375,1.14101,0.70168,0.81351,0.7037,0.26474,2.12049,1.27132,1.06712,3.98e-05,3.98e-05,3.98e-05
200,399.315,2.17721,1.53505,1.05111,0.70168,0.81351,0.7037,0.26474,2.12049,1.27132,1.06712,2.99e-05,2.99e-05,2.99e-05
